Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type
ENSG00000169550	ENSG00000169550.14	ENST00000529533	ENST00000529533.6	MUC15	mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]	11	26559032	26572263	protein_coding
ENSG00000198431	ENSG00000198431.18	ENST00000529546	ENST00000529546.5	TXNRD1	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]	12	104215779	104350307	protein_coding
ENSG00000137501	ENSG00000137501.18	ENST00000529581	ENST00000529581.5	SYTL2	synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]	11	85694224	85811159	protein_coding
ENSG00000150433	ENSG00000150433.10	ENST00000529583	ENST00000529583.5	TMEM218	transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]	11	125094389	125111763	protein_coding
ENSG00000137727	ENSG00000137727.13	ENST00000529591	ENST00000529591.5	ARHGAP20	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]	11	110577042	110713189	protein_coding
ENSG00000167286	ENSG00000167286.11	ENST00000529594	ENST00000529594.5	CD3D	CD3 delta subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1673]	11	118339075	118342705	protein_coding
ENSG00000133800	ENSG00000133800.9	ENST00000529598	ENST00000529598.1	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	11	10556966	10611689	protein_coding
ENSG00000247137	ENSG00000247137.9	ENST00000529607	ENST00000529607.1	ANKRD42-DT	ANKRD42 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55590]	11	83184491	83193794	lncRNA
ENSG00000150433	ENSG00000150433.10	ENST00000529609	ENST00000529609.5	TMEM218	transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]	11	125094389	125111763	protein_coding
ENSG00000177951	ENSG00000177951.18	ENST00000529614	ENST00000529614.6	BET1L	Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]	11	167784	207399	protein_coding
ENSG00000204965	ENSG00000204965.9	ENST00000529619	ENST00000529619.5	PCDHA5	protocadherin alpha 5 [Source:HGNC Symbol;Acc:HGNC:8671]	5	140821604	141012347	protein_coding
ENSG00000162191	ENSG00000162191.14	ENST00000529640	ENST00000529640.5	UBXN1	UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]	11	62676498	62679117	protein_coding
ENSG00000175224	ENSG00000175224.17	ENST00000529655	ENST00000529655.5	ATG13	autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]	11	46617527	46674818	protein_coding
ENSG00000117983	ENSG00000117983.17	ENST00000529681	ENST00000529681.5	MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]	11	1223066	1262172	protein_coding
ENSG00000166261	ENSG00000166261.11	ENST00000529691	ENST00000529691.1	ZNF202	zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]	11	123723914	123741675	protein_coding
ENSG00000158555	ENSG00000158555.15	ENST00000529721	ENST00000529721.5	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804]	11	75434640	75525941	protein_coding
ENSG00000197798	ENSG00000197798.9	ENST00000529731	ENST00000529731.5	FAM118B	family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]	11	126211724	126262984	protein_coding
ENSG00000149124	ENSG00000149124.11	ENST00000529732	ENST00000529732.5	GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	11	58640426	58731974	protein_coding
ENSG00000175115	ENSG00000175115.13	ENST00000529757	ENST00000529757.5	PACS1	phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]	11	66070272	66244744	protein_coding
ENSG00000110619	ENSG00000110619.18	ENST00000529772	ENST00000529772.5	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	11	3000922	3057613	protein_coding
ENSG00000172409	ENSG00000172409.7	ENST00000529773	ENST00000529773.2	CLP1	cleavage factor polyribonucleotide kinase subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999]	11	57648188	57661865	protein_coding
ENSG00000254550	ENSG00000254550.1	ENST00000529803	ENST00000529803.1	OMP	olfactory marker protein [Source:HGNC Symbol;Acc:HGNC:8136]	11	77102840	77103331	protein_coding
ENSG00000152266	ENSG00000152266.7	ENST00000529816	ENST00000529816.1	PTH	parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]	11	13492054	13496181	protein_coding
ENSG00000204965	ENSG00000204965.9	ENST00000529859	ENST00000529859.2	PCDHA5	protocadherin alpha 5 [Source:HGNC Symbol;Acc:HGNC:8671]	5	140821604	141012347	protein_coding
ENSG00000254404	ENSG00000254404.1	ENST00000529875	ENST00000529875.1		novel transcript	11	62213427	62260549	lncRNA
ENSG00000177098	ENSG00000177098.9	ENST00000529878	ENST00000529878.1	SCN4B	sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]	11	118133377	118152888	protein_coding
ENSG00000254665	ENSG00000254665.1	ENST00000529883	ENST00000529883.1		novel transcript	11	8693357	8696607	lncRNA
ENSG00000255506	ENSG00000255506.1	ENST00000529884	ENST00000529884.1		novel transcript	11	92748732	92766867	lncRNA
ENSG00000254566	ENSG00000254566.1	ENST00000529910	ENST00000529910.1		novel transcript	11	36321158	36323440	lncRNA
ENSG00000167792	ENSG00000167792.13	ENST00000529927	ENST00000529927.5	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]	11	67605653	67612554	protein_coding
ENSG00000175376	ENSG00000175376.9	ENST00000529964	ENST00000529964.5	EIF1AD	eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147]	11	65996545	66002176	protein_coding
ENSG00000109861	ENSG00000109861.17	ENST00000529974	ENST00000529974.2	CTSC	cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]	11	88265069	88359684	protein_coding
ENSG00000177112	ENSG00000177112.9	ENST00000529979	ENST00000529979.6	IRAG1-AS1	IRAG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43434]	11	10541258	10599939	lncRNA
ENSG00000166801	ENSG00000166801.17	ENST00000529985	ENST00000529985.3	FAM111A	FAM111 trypsin like peptidase A [Source:HGNC Symbol;Acc:HGNC:24725]	11	59142748	59155039	protein_coding
ENSG00000255032	ENSG00000255032.1	ENST00000530039	ENST00000530039.1	TSPAN18-AS1	TSPAN18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54221]	11	44719392	44736692	lncRNA
ENSG00000184014	ENSG00000184014.9	ENST00000530044	ENST00000530044.5	DENND5A	DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]	11	9138825	9265959	protein_coding
ENSG00000134940	ENSG00000134940.14	ENST00000530048	ENST00000530048.5	ACRV1	acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127]	11	125671522	125680874	protein_coding
ENSG00000259112	ENSG00000259112.2	ENST00000530054	ENST00000530054.1	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough [Source:HGNC Symbol;Acc:HGNC:42956]	11	78016971	78079865	protein_coding
ENSG00000174791	ENSG00000174791.11	ENST00000530056	ENST00000530056.1	RIN1	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]	11	66330241	66336840	protein_coding
ENSG00000124942	ENSG00000124942.14	ENST00000530124	ENST00000530124.5	AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	11	62433542	62556235	protein_coding
ENSG00000254699	ENSG00000254699.1	ENST00000530126	ENST00000530126.1	LINC02695	long intergenic non-protein coding RNA 2695 [Source:HGNC Symbol;Acc:HGNC:54209]	11	86192787	86193482	lncRNA
ENSG00000183801	ENSG00000183801.8	ENST00000530135	ENST00000530135.5	OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]	11	7485388	7511377	protein_coding
ENSG00000137522	ENSG00000137522.18	ENST00000530137	ENST00000530137.1	RNF121	ring finger protein 121 [Source:HGNC Symbol;Acc:HGNC:21070]	11	71929018	71997597	protein_coding
ENSG00000173327	ENSG00000173327.8	ENST00000530153	ENST00000530153.5	MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]	11	65597756	65615382	protein_coding
ENSG00000188487	ENSG00000188487.12	ENST00000530161	ENST00000530161.5	INSC	INSC spindle orientation adaptor protein [Source:HGNC Symbol;Acc:HGNC:33116]	11	15112424	15247208	protein_coding
ENSG00000254466	ENSG00000254466.2	ENST00000530162	ENST00000530162.2	OR4D10	olfactory receptor family 4 subfamily D member 10 [Source:HGNC Symbol;Acc:HGNC:15173]	11	59473315	59479361	protein_coding
ENSG00000175573	ENSG00000175573.7	ENST00000530188	ENST00000530188.1	C11orf68	chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]	11	65916810	65919062	protein_coding
ENSG00000137720	ENSG00000137720.8	ENST00000530214	ENST00000530214.5	CFAP68	cilia and flagella associated protein 68 [Source:HGNC Symbol;Acc:HGNC:1163]	11	111878935	111885975	protein_coding
ENSG00000180785	ENSG00000180785.10	ENST00000530215	ENST00000530215.2	OR51E1	olfactory receptor family 51 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:15194]	11	4643420	4655488	protein_coding
ENSG00000166900	ENSG00000166900.17	ENST00000530221	ENST00000530221.1	STX3	syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]	11	59713456	59805882	protein_coding
ENSG00000180210	ENSG00000180210.15	ENST00000530231	ENST00000530231.5	F2	coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]	11	46719196	46739506	protein_coding
ENSG00000109854	ENSG00000109854.14	ENST00000530266	ENST00000530266.5	HTATIP2	HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]	11	20363685	20383782	protein_coding
ENSG00000165325	ENSG00000165325.15	ENST00000530273	ENST00000530273.5	DEUP1	deuterosome assembly protein 1 [Source:HGNC Symbol;Acc:HGNC:26344]	11	93329971	93438487	protein_coding
ENSG00000135373	ENSG00000135373.13	ENST00000530286	ENST00000530286.5	EHF	ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]	11	34621093	34663288	protein_coding
ENSG00000204967	ENSG00000204967.13	ENST00000530339	ENST00000530339.2	PCDHA4	protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]	5	140807037	141012347	protein_coding
ENSG00000255171	ENSG00000255171.7	ENST00000530379	ENST00000530379.1	LINC01499	long intergenic non-protein coding RNA 1499 [Source:HGNC Symbol;Acc:HGNC:51165]	11	41714534	41857733	lncRNA
ENSG00000255109	ENSG00000255109.6	ENST00000530387	ENST00000530387.5	LINC02740	long intergenic non-protein coding RNA 2740 [Source:HGNC Symbol;Acc:HGNC:54257]	11	42183292	42253721	lncRNA
ENSG00000134339	ENSG00000134339.9	ENST00000530400	ENST00000530400.5	SAA2	serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]	11	18239223	18248668	protein_coding
ENSG00000254630	ENSG00000254630.1	ENST00000530435	ENST00000530435.1		novel transcript	11	75635883	75638587	lncRNA
ENSG00000148926	ENSG00000148926.10	ENST00000530439	ENST00000530439.1	ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	11	10305073	10307397	protein_coding
ENSG00000232268	ENSG00000232268.8	ENST00000530443	ENST00000530443.4	OR52I1	olfactory receptor family 52 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15220]	11	4594039	4595013	protein_coding
ENSG00000168070	ENSG00000168070.12	ENST00000530444	ENST00000530444.5	MAJIN	membrane anchored junction protein [Source:HGNC Symbol;Acc:HGNC:27441]	11	64937517	64972108	protein_coding
ENSG00000172977	ENSG00000172977.13	ENST00000530446	ENST00000530446.5	KAT5	lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]	11	65711996	65719604	protein_coding
ENSG00000159063	ENSG00000159063.14	ENST00000530454	ENST00000530454.6	ALG8	ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]	11	78095244	78139660	protein_coding
ENSG00000166478	ENSG00000166478.10	ENST00000530463	ENST00000530463.5	ZNF143	zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]	11	9460319	9528524	protein_coding
ENSG00000175224	ENSG00000175224.17	ENST00000530500	ENST00000530500.5	ATG13	autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]	11	46617527	46674818	protein_coding
ENSG00000254928	ENSG00000254928.1	ENST00000530510	ENST00000530510.1		novel transcript	11	74455348	74456825	lncRNA
ENSG00000254938	ENSG00000254938.1	ENST00000530572	ENST00000530572.1		novel transcript, sense intronic to KIRREL3	11	126920188	126940659	lncRNA
ENSG00000175482	ENSG00000175482.9	ENST00000530584	ENST00000530584.5	POLD4	DNA polymerase delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]	11	67350772	67356972	protein_coding
ENSG00000110080	ENSG00000110080.20	ENST00000530591	ENST00000530591.5	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]	11	126355640	126440344	protein_coding
ENSG00000159063	ENSG00000159063.14	ENST00000530608	ENST00000530608.6	ALG8	ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]	11	78095244	78139660	protein_coding
ENSG00000149269	ENSG00000149269.10	ENST00000530617	ENST00000530617.5	PAK1	p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]	11	77322017	77474635	protein_coding
ENSG00000177106	ENSG00000177106.17	ENST00000530636	ENST00000530636.5	EPS8L2	EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]	11	694438	727727	protein_coding
ENSG00000135362	ENSG00000135362.14	ENST00000530639	ENST00000530639.6	PRR5L	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	11	36296288	36465204	protein_coding
ENSG00000150773	ENSG00000150773.12	ENST00000530641	ENST00000530641.5	PIH1D2	PIH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25210]	11	112063218	112074274	protein_coding
ENSG00000149591	ENSG00000149591.17	ENST00000530649	ENST00000530649.5	TAGLN	transgelin [Source:HGNC Symbol;Acc:HGNC:11553]	11	117199370	117207464	protein_coding
ENSG00000019485	ENSG00000019485.14	ENST00000530656	ENST00000530656.5	PRDM11	PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]	11	45095806	45235110	protein_coding
ENSG00000255496	ENSG00000255496.1	ENST00000530663	ENST00000530663.1		novel transcript, sense overlapping BDNF	11	27696312	27877648	lncRNA
ENSG00000110330	ENSG00000110330.10	ENST00000530675	ENST00000530675.5	BIRC2	baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]	11	102347211	102378670	protein_coding
ENSG00000131620	ENSG00000131620.18	ENST00000530676	ENST00000530676.5	ANO1	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]	11	69985907	70189530	protein_coding
ENSG00000223953	ENSG00000223953.6	ENST00000530681	ENST00000530681.2	C1QTNF5	C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344]	11	119338942	119340940	protein_coding
ENSG00000166352	ENSG00000166352.18	ENST00000530697	ENST00000530697.6	IFTAP	intraflagellar transport associated protein [Source:HGNC Symbol;Acc:HGNC:25142]	11	36594369	36675695	protein_coding
ENSG00000187066	ENSG00000187066.9	ENST00000530719	ENST00000530719.6	TMEM262	transmembrane protein 262 [Source:HGNC Symbol;Acc:HGNC:49389]	11	65084979	65089375	protein_coding
ENSG00000255334	ENSG00000255334.1	ENST00000530733	ENST00000530733.1		novel transcript	11	112015307	112016124	lncRNA
ENSG00000113282	ENSG00000113282.14	ENST00000530742	ENST00000530742.5	CLINT1	clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]	5	157785743	157859145	protein_coding
ENSG00000132286	ENSG00000132286.12	ENST00000530751	ENST00000530751.1	TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]	11	6481501	6484681	protein_coding
ENSG00000150783	ENSG00000150783.10	ENST00000530752	ENST00000530752.5	TEX12	testis expressed 12 [Source:HGNC Symbol;Acc:HGNC:11734]	11	112167372	112172556	protein_coding
ENSG00000148948	ENSG00000148948.8	ENST00000530763	ENST00000530763.5	LRRC4C	leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317]	11	40114203	41459773	protein_coding
ENSG00000120471	ENSG00000120471.16	ENST00000530777	ENST00000530777.5	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1 [Source:HGNC Symbol;Acc:HGNC:29984]	11	128934731	128943399	protein_coding
ENSG00000168056	ENSG00000168056.18	ENST00000530785	ENST00000530785.5	LTBP3	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]	11	65538559	65558930	protein_coding
ENSG00000255136	ENSG00000255136.3	ENST00000530792	ENST00000530792.1	TPBGL-AS1	TPBGL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55506]	11	75206048	75241173	lncRNA
ENSG00000254855	ENSG00000254855.1	ENST00000530805	ENST00000530805.1	KLC2-AS1	KLC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40934]	11	66264777	66265666	lncRNA
ENSG00000255307	ENSG00000255307.2	ENST00000530810	ENST00000530810.2	OR52B2	olfactory receptor family 52 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15207]	11	6169355	6170326	protein_coding
ENSG00000110060	ENSG00000110060.9	ENST00000530811	ENST00000530811.5	PUS3	pseudouridine synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461]	11	125893485	125903221	protein_coding
ENSG00000110077	ENSG00000110077.15	ENST00000530839	ENST00000530839.5	MS4A6A	membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]	11	60172015	60184666	protein_coding
ENSG00000251364	ENSG00000251364.9	ENST00000530846	ENST00000530846.1	SYT9-AS1	SYT9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56173]	11	7418826	7513665	lncRNA
ENSG00000167257	ENSG00000167257.11	ENST00000530849	ENST00000530849.1	RNF214	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]	11	117232625	117286454	protein_coding
ENSG00000176697	ENSG00000176697.20	ENST00000530861	ENST00000530861.5	BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	11	27654893	27722058	protein_coding
ENSG00000118096	ENSG00000118096.10	ENST00000530872	ENST00000530872.5	IFT46	intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146]	11	118544528	118572970	protein_coding
ENSG00000166313	ENSG00000166313.20	ENST00000530885	ENST00000530885.5	APBB1	amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]	11	6395125	6419414	protein_coding
ENSG00000159063	ENSG00000159063.14	ENST00000530910	ENST00000530910.6	ALG8	ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]	11	78095244	78139660	protein_coding
ENSG00000245248	ENSG00000245248.10	ENST00000530918	ENST00000530918.2	USP2-AS1	USP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48673]	11	119356467	119659284	lncRNA
ENSG00000255279	ENSG00000255279.1	ENST00000530946	ENST00000530946.1		novel transcript	11	41855920	41875997	lncRNA
ENSG00000255501	ENSG00000255501.3	ENST00000530950	ENST00000530950.2	CARD18	caspase recruitment domain family member 18 [Source:HGNC Symbol;Acc:HGNC:28861]	11	105137714	105531697	protein_coding
ENSG00000137726	ENSG00000137726.17	ENST00000530956	ENST00000530956.6	FXYD6	FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]	11	117836976	117877486	protein_coding
ENSG00000254864	ENSG00000254864.1	ENST00000530963	ENST00000530963.1		novel transcript	11	7568866	7572046	lncRNA
ENSG00000255449	ENSG00000255449.1	ENST00000530972	ENST00000530972.1		novel transcript, antisense to AAMDC	11	77866412	77870091	lncRNA
ENSG00000170955	ENSG00000170955.10	ENST00000530979	ENST00000530979.1	CAVIN3	caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]	11	6318946	6320532	protein_coding
ENSG00000166444	ENSG00000166444.19	ENST00000530991	ENST00000530991.5	DENND2B	DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350]	11	8693351	8910951	protein_coding
ENSG00000184937	ENSG00000184937.16	ENST00000530998	ENST00000530998.5	WT1	WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]	11	32387775	32435564	protein_coding
ENSG00000150672	ENSG00000150672.19	ENST00000531015	ENST00000531015.5	DLG2	discs large MAGUK scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:2901]	11	83455012	85628335	protein_coding
ENSG00000172508	ENSG00000172508.11	ENST00000531040	ENST00000531040.5	CARNS1	carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268]	11	67414968	67425607	protein_coding
ENSG00000149294	ENSG00000149294.18	ENST00000531044	ENST00000531044.5	NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]	11	112961275	113278436	protein_coding
ENSG00000180861	ENSG00000180861.9	ENST00000531049	ENST00000531049.1	LINC01559	long intergenic non-protein coding RNA 1559 [Source:HGNC Symbol;Acc:HGNC:26598]	12	13371089	13387167	lncRNA
ENSG00000137496	ENSG00000137496.19	ENST00000531053	ENST00000531053.5	IL18BP	interleukin 18 binding protein [Source:HGNC Symbol;Acc:HGNC:5987]	11	71998613	72007315	protein_coding
ENSG00000109854	ENSG00000109854.14	ENST00000531058	ENST00000531058.1	HTATIP2	HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]	11	20363685	20383782	protein_coding
ENSG00000168061	ENSG00000168061.17	ENST00000531072	ENST00000531072.1	SAC3D1	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]	11	65040901	65044828	protein_coding
