NCBI GeneID	Symbol	Description	Gene Type
102633845	Gm31573	predicted gene, 31573	ncRNA
102633849	Gm31577	predicted gene, 31577	ncRNA
102633851	Gm31579	predicted gene, 31579	ncRNA
102633854	Gm31581	predicted gene, 31581	ncRNA
102633855	Gm31582	predicted gene, 31582	ncRNA
102633856	Gm31583	predicted gene, 31583	ncRNA
102633859	Gm31584	predicted gene, 31584	ncRNA
102633860	Gm31585	predicted gene, 31585	ncRNA
102633861	Gm31586	predicted gene, 31586	ncRNA
102633862	Gm31587	predicted gene, 31587	ncRNA
102633863	Gm31588	predicted gene, 31588	ncRNA
102633865	Gm31590	predicted gene, 31590	ncRNA
102633867	Gm31592	predicted gene, 31592	ncRNA
102633868	Gm31593	predicted gene, 31593	ncRNA
102633869	LOC102633869	uncharacterized LOC102633869	PROTEIN_CODING
102633870	Gm31594	predicted gene, 31594	ncRNA
102633871	Gm31595	predicted gene, 31595	ncRNA
102633872	Gm26544	predicted gene, 26544	ncRNA
102633873	Gm31596	predicted gene, 31596	ncRNA
102633874	Gm31597	predicted gene, 31597	ncRNA
102633876	Gm29098	predicted gene 29098	ncRNA
102633878	Gm31600	predicted gene, 31600	ncRNA
102633879	Gm31601	predicted gene, 31601	ncRNA
102633880	A730081D07Rik	RIKEN cDNA A730081D07 gene	ncRNA
102633882	Gm26761	predicted gene, 26761	ncRNA
102633885	Gm31603	predicted gene, 31603	ncRNA
102633888	Gm31606	predicted gene, 31606	PROTEIN_CODING
102633889	Gm31607	predicted gene, 31607	ncRNA
102633890	Gm12152	40S ribosomal protein S2 pseudogene	PSEUDO
102633891	Gm31608	predicted gene, 31608	ncRNA
102633892	Gm31609	predicted gene, 31609	ncRNA
102633893	Gm3196	protein FAM220A-like	PSEUDO
102633894	Gm31610	predicted gene, 31610	ncRNA
102633895	Gm31611	predicted gene, 31611	ncRNA
102633896	Gm31612	predicted gene, 31612	ncRNA
102633898	Gm31613	predicted gene, 31613	ncRNA
102633899	Gm31614	predicted gene, 31614	ncRNA
102633900	Gm31615	predicted gene, 31615	ncRNA
102633901	Gm31616	predicted gene, 31616	ncRNA
102633902	Gm31617	predicted gene, 31617	ncRNA
102633903	Gm13785	predicted gene 13785	PSEUDO
102633904	Gm31618	predicted gene, 31618	ncRNA
102633905	Gm31619	predicted gene, 31619	ncRNA
102633906	Gm31620	predicted gene, 31620	ncRNA
102633908	Gm31621	predicted gene, 31621	ncRNA
102633911	Gm12022	predicted gene 12022	ncRNA
102633913	Gm31623	predicted gene, 31623	ncRNA
102633914	Gm31624	predicted gene, 31624	ncRNA
102633917	Gm31626	predicted gene, 31626	ncRNA
102633918	Gm12916	predicted gene 12916	ncRNA
102633919	Gm29248	predicted gene 29248	ncRNA
102633922	Gm28420	predicted gene 28420	ncRNA
102633923	Bmncr	bone marrow associated noncoding RNA	ncRNA
102633924	Gm31630	predicted gene, 31630	ncRNA
102633925	Gm13782	predicted gene 13782	ncRNA
102633926	Gm31631	predicted gene, 31631	ncRNA
102633927	Gm31632	predicted gene, 31632	ncRNA
102633928	Sox5os4	SRY (sex determining region Y)-box 5, opposite strand 4	ncRNA
102633929	Gm31633	predicted gene, 31633	ncRNA
102633930	Gm19911	predicted gene, 19911	ncRNA
102633933	Gm31635	predicted gene, 31635	PROTEIN_CODING
102633934	Gm31636	predicted gene, 31636	ncRNA
102633935	Gm31637	predicted gene, 31637	ncRNA
102633936	Gm31638	predicted gene, 31638	ncRNA
102633937	Gm31639	predicted gene, 31639	ncRNA
102633938	Gm38456	predicted gene, 38456	ncRNA
102633939	Gm15518	predicted gene 15518	ncRNA
102633940	Gm31640	predicted gene, 31640	ncRNA
102633941	Gm31641	predicted gene, 31641	ncRNA
102633942	Gm14487	predicted gene 14487	ncRNA
102633943	Gm31642	predicted gene, 31642	ncRNA
102633944	Gm31643	predicted gene, 31643	ncRNA
102633946	Gm31645	predicted gene, 31645	ncRNA
102633947	Gm31646	predicted gene, 31646	ncRNA
102633948	Gm31647	predicted gene, 31647	ncRNA
102633949	Gm31648	predicted gene, 31648	ncRNA
102633950	Gm26579	predicted gene, 26579	ncRNA
102633951	Gm31649	predicted gene, 31649	PROTEIN_CODING
102633952	Gm31650	predicted gene, 31650	ncRNA
102633953	Gm31651	predicted gene, 31651	ncRNA
102633955	Gm31652	predicted gene, 31652	ncRNA
102633956	Gm31653	predicted gene, 31653	ncRNA
102633958	Gm31655	predicted gene, 31655	ncRNA
102633959	Gm31656	predicted gene, 31656	ncRNA
102633960	Gm31657	predicted gene, 31657	ncRNA
102633961	Gm31658	predicted gene, 31658	ncRNA
102633962	Gm31659	predicted gene, 31659	ncRNA
102633963	Gm31660	predicted gene, 31660	ncRNA
102633964	Gm31661	predicted gene, 31661	ncRNA
102633965	Gm31662	predicted gene, 31662	PROTEIN_CODING
102633966	Gm31663	predicted gene, 31663	PSEUDO
102633967	Gm31664	predicted gene, 31664	ncRNA
102633968	Gm31665	predicted gene, 31665	PROTEIN_CODING
102633970	Gm31667	predicted gene, 31667	ncRNA
102633971	Gm31668	predicted gene, 31668	ncRNA
102633972	Gm31669	predicted gene, 31669	PSEUDO
102633973	Gm6540	nuclease-sensitive element-binding protein 1 pseudogene	PSEUDO
102633974	Gm28905	predicted gene 28905	ncRNA
102633975	Gm12911	predicted gene 12911	ncRNA
102633977	Gm31671	predicted gene, 31671	ncRNA
102633978	Gm31672	predicted gene, 31672	ncRNA
102633980	Gm31673	predicted gene, 31673	ncRNA
102633981	Gm31674	predicted gene, 31674	ncRNA
102633983	Gm31676	predicted gene, 31676	ncRNA
102633984	Gm31677	predicted gene, 31677	ncRNA
102633985	Gm31678	predicted gene, 31678	ncRNA
102633986	Gm31679	predicted gene, 31679	ncRNA
102633987	Gm31680	tRNA methyltransferase 112 homolog	PSEUDO
102633989	Gm31682	predicted gene, 31682	ncRNA
102633990	Gm28907	predicted gene 28907	PROTEIN_CODING
102633992	Gm29058	predicted gene 29058	ncRNA
102633993	Gm31683	predicted gene, 31683	ncRNA
102633994	Gm31684	predicted gene, 31684	ncRNA
102633996	Gm31686	predicted gene, 31686	ncRNA
102633997	Gm31687	predicted gene, 31687	ncRNA
102633998	Gm31688	predicted gene, 31688	ncRNA
102634	AL022681	expressed sequence AL022681	
102634000	Gm31690	predicted gene, 31690	ncRNA
102634001	Gm31691	predicted gene, 31691	ncRNA
102634002	Gm31692	predicted gene, 31692	ncRNA
102634003	Gm31693	predicted gene, 31693	ncRNA
102634004	Gm31694	predicted gene, 31694	PROTEIN_CODING
102634006	Gm31696	predicted gene, 31696	ncRNA
102634008	Gm31698	predicted gene, 31698	ncRNA
102634009	Gm31699	predicted gene, 31699	ncRNA
102634011	Gm26868	predicted gene, 26868	ncRNA
102634012	Gm31700	predicted gene, 31700	ncRNA
102634013	Gm31701	predicted gene, 31701	ncRNA
102634015	Gm31703	predicted gene, 31703	ncRNA
102634016	Gm31704	predicted gene, 31704	ncRNA
102634017	Gm13817	predicted gene 13817	ncRNA
102634020	Gm31706	predicted gene, 31706	ncRNA
102634021	Gm13001	predicted gene 13001	ncRNA
102634022	Gm31707	predicted gene, 31707	ncRNA
102634024	Gm31709	predicted gene, 31709	PSEUDO
102634027	Gm31711	predicted gene, 31711	ncRNA
102634028	Gm31712	predicted gene, 31712	ncRNA
102634029	Gm31713	predicted gene, 31713	ncRNA
102634030	Gm31714	predicted gene, 31714	PROTEIN_CODING
102634031	Gm31715	predicted gene, 31715	ncRNA
102634034	Gm31718	predicted gene, 31718	ncRNA
102634035	Gm31719	predicted gene, 31719	ncRNA
102634036	Gm13847	predicted gene 13847	ncRNA
102634037	Gm31720	predicted gene, 31720	ncRNA
102634038	Gm31721	predicted gene, 31721	ncRNA
102634039	Gm20687	predicted gene 20687	ncRNA
102634040	Gm31722	predicted gene, 31722	ncRNA
102634041	Gm31723	predicted gene, 31723	ncRNA
102634042	Gm7568	predicted gene 7568	ncRNA
102634043	Gm31724	predicted gene, 31724	ncRNA
102634044	Gm31725	predicted gene, 31725	ncRNA
102634045	Gm31726	predicted gene, 31726	ncRNA
102634046	Gm21182	predicted gene, 21182	PSEUDO
102634047	Gm31727	predicted gene, 31727	ncRNA
102634049	Gm31728	predicted gene, 31728	ncRNA
102634050	Gm31729	predicted gene, 31729	ncRNA
102634052	Gm31731	predicted gene, 31731	ncRNA
102634054	Gm31733	predicted gene, 31733	ncRNA
102634055	Gm31734	predicted gene, 31734	ncRNA
102634056	Gm31735	predicted gene, 31735	ncRNA
102634058	Gm20208	predicted gene, 20208	ncRNA
102634060	Gm19708	predicted gene, 19708	ncRNA
102634061	Gm31739	predicted gene, 31739	ncRNA
102634063	Gm14950	predicted gene 14950	ncRNA
102634064	Gm31740	predicted gene, 31740	ncRNA
102634067	Gm31742	predicted gene, 31742	ncRNA
102634068	Gm12907	predicted gene 12907	ncRNA
102634070	Gm28421	predicted gene 28421	ncRNA
102634071	Gm31744	predicted gene, 31744	ncRNA
102634072	Gm38457	predicted gene, 38457	PROTEIN_CODING
102634073	Gm31745	predicted gene, 31745	ncRNA
102634074	Gm31746	predicted gene, 31746	ncRNA
102634075	Gm31747	predicted gene, 31747	ncRNA
102634076	Gm20642	predicted gene 20642	ncRNA
102634077	Gm31748	predicted gene, 31748	ncRNA
102634078	LOC102634078	uncharacterized LOC102634078	PROTEIN_CODING
102634079	Slc36a3os	solute carrier family 36 (proton/amino acid symporter), member 3, opposite strand	ncRNA
102634080	Gm31749	predicted gene, 31749	ncRNA
102634081	Gm31750	predicted gene, 31750	ncRNA
102634082	Gm6025	predicted pseudogene 6025	PROTEIN_CODING
102634083	Gm31751	predicted gene, 31751	ncRNA
102634084	Gm31752	predicted gene, 31752	ncRNA
102634085	Gm37168	predicted gene, 37168	ncRNA
102634086	Gm31753	predicted gene, 31753	ncRNA
102634087	Gm31754	predicted gene, 31754	ncRNA
102634088	Gm31755	predicted gene, 31755	ncRNA
102634089	Gm31756	predicted gene, 31756	ncRNA
102634090	Gm38458	predicted gene, 38458	ncRNA
102634092	Gm31758	predicted gene, 31758	ncRNA
102634093	Gm31759	predicted gene, 31759	ncRNA
102634095	Gm31761	predicted gene, 31761	ncRNA
102634096	Gm11476	predicted gene 11476	ncRNA
102634097	Gm10540	small ubiquitin-related modifier 2 pseudogene	PSEUDO
102634098	Gm13555	U1 small nuclear ribonucleoprotein C pseudogene	PSEUDO
102634099	Gm31762	predicted gene, 31762	ncRNA
102634100	Gm38459	predicted gene, 38459	ncRNA
102634101	Gm31763	predicted gene, 31763	ncRNA
102634102	Gm31764	predicted gene, 31764	ncRNA
102634103	Gm31765	predicted gene, 31765	ncRNA
102634107	Gm31769	predicted gene, 31769	ncRNA
102634109	Gm31771	predicted gene, 31771	ncRNA
102634110	Gm31772	predicted gene, 31772	ncRNA
102634111	Gm31773	predicted gene, 31773	ncRNA
102634112	Gm20706	predicted gene 20706	PSEUDO
102634113	Gm31774	predicted gene, 31774	ncRNA
102634114	Gm31775	predicted gene, 31775	ncRNA
102634115	Gm31776	predicted gene, 31776	ncRNA
102634116	Gm31777	predicted gene, 31777	ncRNA
102634119	Gm31780	predicted gene, 31780	PROTEIN_CODING
102634120	Gm31781	predicted gene, 31781	ncRNA
102634123	Gm31784	predicted gene, 31784	ncRNA
102634124	Gm31785	predicted gene, 31785	ncRNA
102634125	Gm31786	predicted gene, 31786	ncRNA
102634128	4930598N05Rik	RIKEN cDNA 4930598N05 gene	ncRNA
102634132	B230208B08Rik	RIKEN cDNA B230208B08 gene	ncRNA
102634133	Gm31790	predicted gene, 31790	ncRNA
102634134	Gm31791	predicted gene, 31791	ncRNA
102634136	Gm31792	predicted gene, 31792	ncRNA
102634137	Gm31793	predicted gene, 31793	ncRNA
102634138	Gm31794	predicted gene, 31794	ncRNA
102634140	Gm31796	predicted gene, 31796	ncRNA
102634141	Gm31797	predicted gene, 31797	ncRNA
102634142	Gm16198	predicted gene 16198	PSEUDO
102634148	Gm31803	predicted gene, 31803	ncRNA
102634149	Gm31804	predicted gene, 31804	ncRNA
102634150	Gm31805	predicted gene, 31805	ncRNA
102634151	Gm31806	predicted gene, 31806	ncRNA
102634153	Gm31808	predicted gene, 31808	ncRNA
102634154	LOC102634154	uncharacterized LOC102634154	ncRNA
102634155	Gm17025	predicted gene 17025	ncRNA
102634157	Gm31810	predicted gene, 31810	ncRNA
102634159	Gm28644	predicted gene 28644	ncRNA
102634160	Gm31812	predicted gene, 31812	ncRNA
102634161	Gm31813	predicted gene, 31813	ncRNA
102634162	Gm31814	predicted gene, 31814	ncRNA
102634163	Gm31815	predicted gene, 31815	ncRNA
102634165	Gm31816	predicted gene, 31816	ncRNA
102634166	Gm31817	predicted gene, 31817	ncRNA
102634167	Gm31818	predicted gene, 31818	ncRNA
102634168	Gm38460	predicted gene, 38460	ncRNA
102634169	Gm11917	predicted gene 11917	ncRNA
102634170	Gm31819	predicted gene, 31819	ncRNA
102634171	Gm31820	predicted gene, 31820	ncRNA
102634172	Gm31821	predicted gene, 31821	ncRNA
102634174	Gm16104	predicted gene 16104	ncRNA
102634175	Gm31822	predicted gene, 31822	ncRNA
102634178	Gm31825	predicted gene, 31825	ncRNA
102634181	Gm21890	predicted gene, 21890	PROTEIN_CODING
102634182	Gm31827	predicted gene, 31827	PROTEIN_CODING
102634183	Gm31828	predicted gene, 31828	ncRNA
102634184	Gm31829	predicted gene, 31829	ncRNA
102634185	Gm31830	predicted gene, 31830	ncRNA
102634186	Gm28908	predicted gene 28908	ncRNA
102634187	Gm31831	predicted gene, 31831	ncRNA
102634188	Gm29639	predicted gene 29639	PROTEIN_CODING
102634189	Gm31832	predicted gene, 31832	ncRNA
102634191	Gm31834	predicted gene, 31834	ncRNA
102634193	Gm31835	predicted gene, 31835	ncRNA
102634194	Gm29461	predicted gene 29461	ncRNA
102634195	Gm31836	predicted gene, 31836	ncRNA
102634197	Gm31838	predicted gene, 31838	ncRNA
102634198	Gm31839	predicted gene, 31839	ncRNA
102634199	Gm31840	predicted gene, 31840	ncRNA
102634200	Gm31841	predicted gene, 31841	ncRNA
102634201	Gm31842	predicted gene, 31842	ncRNA
102634202	Gm31843	predicted gene, 31843	ncRNA
102634203	Gm31844	predicted gene, 31844	PROTEIN_CODING
102634204	Gm31845	predicted gene, 31845	ncRNA
102634205	Gm13264	predicted gene 13264	ncRNA
102634207	Gm31847	predicted gene, 31847	ncRNA
102634208	Gm31848	predicted gene, 31848	ncRNA
102634209	Gm31849	predicted gene, 31849	PSEUDO
102634210	Gm31850	predicted gene, 31850	ncRNA
102634211	Gm13990	predicted gene 13990	ncRNA
102634212	Gm31851	predicted gene, 31851	ncRNA
102634213	Gm31852	predicted gene, 31852	ncRNA
102634215	Gm31854	predicted gene, 31854	ncRNA
102634216	Gm31855	predicted gene, 31855	ncRNA
102634217	Gm4470	predicted gene 4470	ncRNA
102634218	Gm25404	predicted gene, 25404	ncRNA
102634220	Gm31857	predicted gene, 31857	ncRNA
102634221	Gm31858	predicted gene, 31858	ncRNA
102634222	Gm17467	predicted gene, 17467	PROTEIN_CODING
102634224	Gm28829	predicted gene 28829	ncRNA
102634227	Gm31860	predicted gene, 31860	ncRNA
102634229	Gm31862	predicted gene, 31862	ncRNA
102634230	Gm31863	predicted gene, 31863	ncRNA
102634232	Gm31865	predicted gene, 31865	PSEUDO
102634233	Gm38461	predicted gene, 38461	ncRNA
102634234	Gm31866	predicted gene, 31866	PROTEIN_CODING
102634235	Gm31867	predicted gene, 31867	ncRNA
102634236	Gm31868	predicted gene, 31868	ncRNA
102634237	Gm31869	predicted gene, 31869	ncRNA
102634238	Gm31870	predicted gene, 31870	ncRNA
102634239	Gm31871	predicted gene, 31871	ncRNA
102634240	Gm31872	predicted gene, 31872	ncRNA
102634242	Gm31874	predicted gene, 31874	ncRNA
102634243	Gm31875	predicted gene, 31875	ncRNA
102634244	Platr16	pluripotency associated transcript 16	ncRNA
102634246	Gm31877	predicted gene, 31877	ncRNA
102634247	Gm31878	predicted gene, 31878	ncRNA
102634248	Gm28581	predicted gene 28581	PSEUDO
102634249	Gm31879	predicted gene, 31879	ncRNA
102634250	Gm31880	predicted gene, 31880	ncRNA
102634251	Gm31881	predicted gene, 31881	ncRNA
102634252	Gm31882	predicted gene, 31882	ncRNA
102634254	Gm31884	predicted gene, 31884	ncRNA
102634255	Gm21729	predicted gene, 21729	PSEUDO
102634258	Gm31887	predicted gene, 31887	ncRNA
102634259	Gm6200	DNA polymerase epsilon subunit 3 pseudogene	PSEUDO
102634260	Gm28423	predicted gene 28423	PROTEIN_CODING
102634261	Gm31888	predicted gene, 31888	ncRNA
102634262	Gm31889	predicted gene, 31889	ncRNA
102634263	Gm31890	predicted gene, 31890	PSEUDO
102634264	Gm31891	predicted gene, 31891	PSEUDO
102634265	Gm31892	predicted gene, 31892	ncRNA
102634266	Gm31893	predicted gene, 31893	ncRNA
102634267	Gm31894	predicted gene, 31894	ncRNA
102634268	Kbtbd8os	kelch repeat and BTB (POZ) domain containing 8, opposite strand	ncRNA
102634269	Gm31895	predicted gene, 31895	PROTEIN_CODING
102634271	Gm31896	predicted gene, 31896	ncRNA
102634273	Gm31897	predicted gene, 31897	ncRNA
102634274	Gm31898	predicted gene, 31898	ncRNA
102634275	Gm29539	predicted gene 29539	ncRNA
102634276	Gm31899	predicted gene, 31899	ncRNA
102634277	Gm31900	predicted gene, 31900	ncRNA
102634278	Gm31901	predicted gene, 31901	ncRNA
102634279	Gm31902	predicted gene, 31902	ncRNA
102634280	Gm48908	predicted gene 48908	ncRNA
102634281	Gm31903	predicted gene, 31903	ncRNA
102634282	Gm31904	predicted gene, 31904	ncRNA
102634283	Gm31905	predicted gene, 31905	ncRNA
102634284	Gm38462	predicted gene, 38462	ncRNA
102634285	Gm31906	predicted gene, 31906	ncRNA
102634286	Gm31907	predicted gene, 31907	ncRNA
102634287	Gm31908	predicted gene, 31908	ncRNA
102634288	Gm31909	predicted gene, 31909	ncRNA
102634291	Gm31912	predicted gene, 31912	ncRNA
102634292	Gm31913	predicted gene, 31913	PSEUDO
102634293	Gm31914	predicted gene, 31914	ncRNA
102634295	Gm16189	predicted gene 16189	ncRNA
102634296	Gm4779	predicted gene 4779	PROTEIN_CODING
102634299	Gm31918	predicted gene, 31918	ncRNA
102634300	Prox2os	prospero homeobox 2 opposite strand	ncRNA
102634302	Gm27199	predicted gene 27199	ncRNA
102634303	Gm31920	predicted gene, 31920	ncRNA
102634304	Gm16506	predicted gene 16506	PROTEIN_CODING
102634305	Gm31921	predicted gene, 31921	ncRNA
102634307	Gm12235	predicted gene 12235	PSEUDO
102634308	Gm31923	predicted gene, 31923	PSEUDO
102634309	Gm11419	predicted gene 11419	ncRNA
102634310	Gm28783	predicted gene 28783	ncRNA
102634311	Gm31924	predicted gene, 31924	PROTEIN_CODING
102634312	Gm19811	cytochrome b-c1 complex subunit 6, mitochondrial pseudogene	PSEUDO
102634315	Gm31925	predicted gene, 31925	ncRNA
102634316	Gm31926	predicted gene, 31926	ncRNA
102634318	Gm31928	predicted gene, 31928	ncRNA
102634321	Gm31930	predicted gene, 31930	ncRNA
102634322	Gm31931	predicted gene, 31931	PSEUDO
102634323	Gm14320	predicted gene 14320	ncRNA
102634324	Gm13602	eukaryotic translation initiation factor 2 subunit 1 pseudogene	PSEUDO
102634325	Gm31933	predicted gene, 31933	ncRNA
102634328	Gm31936	predicted gene, 31936	ncRNA
102634329	Gm31937	predicted gene, 31937	PSEUDO
102634330	Gm31938	predicted gene, 31938	ncRNA
102634331	Gm31939	predicted gene, 31939	ncRNA
102634332	Gm31940	predicted gene, 31940	ncRNA
102634333	1110002E22Rik	RIKEN cDNA 1110002E22 gene	PROTEIN_CODING
102634335	Gm31942	predicted gene, 31942	ncRNA
102634336	Gm12650	predicted gene 12650	PSEUDO
102634339	Gm31945	predicted gene, 31945	ncRNA
102634340	Usp46os1	ubiquitin specific peptidase 46, opposite strand 1	ncRNA
102634341	Gm31946	predicted gene, 31946	ncRNA
102634342	Gm31947	predicted gene, 31947	PSEUDO
102634346	Gm31951	predicted gene, 31951	ncRNA
102634348	Gm5316	predicted gene 5316	PROTEIN_CODING
102634349	Gm38463	predicted gene, 38463	ncRNA
102634351	Gm31953	predicted gene, 31953	ncRNA
102634353	Gm31954	predicted gene, 31954	ncRNA
102634354	Gm31955	predicted gene, 31955	ncRNA
102634355	Gm31956	predicted gene, 31956	ncRNA
102634356	Gm31957	predicted gene, 31957	ncRNA
102634357	Gm31958	predicted gene, 31958	ncRNA
102634359	Gm29340	predicted gene 29340	ncRNA
102634360	Gm31960	predicted gene, 31960	ncRNA
102634362	Gm31962	predicted gene, 31962	ncRNA
102634363	Gm31963	predicted gene, 31963	ncRNA
102634365	Gm31965	predicted gene, 31965	ncRNA
102634366	Gm31966	predicted gene, 31966	ncRNA
102634367	Gm29043	predicted gene 29043	ncRNA
102634368	Gm31967	predicted gene, 31967	ncRNA
102634370	Gm29373	predicted gene 29373	ncRNA
102634371	Gm21749	predicted gene, 21749	PROTEIN_CODING
102634373	Gm31970	tRNA methyltransferase 112 homolog	PSEUDO
102634376	Gm23952	predicted gene, 23952	ncRNA
102634377	Gm31973	predicted gene, 31973	ncRNA
102634378	Gm31974	predicted gene, 31974	ncRNA
102634380	Gm31976	predicted gene, 31976	ncRNA
102634381	Gm31977	predicted gene, 31977	ncRNA
102634382	Gm31978	predicted gene, 31978	ncRNA
102634383	Gm31979	predicted gene, 31979	ncRNA
102634384	Gm31980	predicted gene, 31980	ncRNA
102634385	Gm31981	predicted gene, 31981	ncRNA
102634387	Gm31982	predicted gene, 31982	ncRNA
102634388	Gm7421	predicted gene 7421	PSEUDO
102634389	Gm17546	predicted gene, 17546	ncRNA
102634391	Gm31983	predicted gene, 31983	ncRNA
102634392	Gm31984	predicted gene, 31984	ncRNA
102634393	Gm31985	predicted gene, 31985	ncRNA
102634394	Gm31986	predicted gene, 31986	ncRNA
102634395	Gm31987	predicted gene, 31987	ncRNA
102634396	Gm31988	predicted gene, 31988	ncRNA
102634397	Gm31989	predicted gene, 31989	ncRNA
102634398	Gm31990	predicted gene, 31990	ncRNA
102634400	Gm31992	predicted gene, 31992	ncRNA
102634401	Gm14424	predicted gene 14424	ncRNA
102634402	Gm31993	predicted gene, 31993	ncRNA
102634405	Gm13133	predicted gene 13133	ncRNA
102634407	Gm24576	predicted gene, 24576	ncRNA
102634408	Gm31996	predicted gene, 31996	ncRNA
102634410	Gm31998	predicted gene, 31998	ncRNA
102634411	Gm31999	predicted gene, 31999	ncRNA
102634413	Gm29218	predicted gene 29218	ncRNA
102634415	Gm29503	predicted gene 29503	PSEUDO
102634417	Gm32002	predicted gene, 32002	ncRNA
102634418	Gm32003	predicted gene, 32003	ncRNA
